"Note_Id"	"Prompt"	"Prompt_Raw"	"SAS_Show_Prompt"	"SAS_Prompt"	"SAS_Prompt_Raw"	"SAS1"	"SAS1_Raw"	"SAS2"	"SAS2_Raw"	"SAS_Refs"	"SAS_Refs_Raw"	"SAS_Cat"	"R_Prompt"	"R_Prompt_Raw"	"R1"	"R1_Raw"	"R2"	"R2_Raw"	"R_Cat"	"R_vs_SAS"	"R_vs_SAS_Raw"	"Tags"
"DS794082"	"What do all the different macro quoting functions do?"	"What do all the different macro quoting functions do?"	"Y"	"Give the groups and the functions that match each group."	"Give the groups and the functions that match each group."	"Group A: quotes most symbols and mnemonics necessary for arithmetic or boolean logic (but <font class=dscode>&amp;</font> is Group B), also: <font class=dscode>IN</font>, <font class=dscode>,</font>, <font class=dscode> </font>, <font class=dscode>;</font>, <font class=dscode>#</font>.<br><br>Group B: <font class=dscode>&amp;</font> and <font class=dscode>%</font><br><br>Group C: unmatched quotes or parentheses"	"Group A: quotes most symbols and mnemonics necessary for arithmetic or boolean logic (but `&` is Group B), also: `IN`, `,`, ` `, `;`, `#`.

Group B: `&` and `%`

Group C: unmatched quotes or parentheses"	"Group A: all functions<br><br>Group B: <font class=dscode>%SUPERQ</font>, and the 3 <font class=dscode>%NR</font> functions.<br><br>Group C: all functions, but only <font class=dscode>%SUPERQ</font>,<font class=dscode>%BQUOTE</font>, and <font class=dscode>%NRBQUOTE</font> do not require quoting the unmatched item with &apos;%&apos;. The online documentation suggests thinking of the &apos;B&apos; as representing &apos;by itself&apos;."	"Group A: all functions

Group B: `%SUPERQ`, and the 3 `%NR` functions.

Group C: all functions, but only `%SUPERQ`,`%BQUOTE`, and `%NRBQUOTE` do not require quoting the unmatched item with '%'. The online documentation suggests thinking of the 'B' as representing 'by itself'."	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS798121"	"Wilcoxon test"	"Wilcoxon test"	"Y"	"Give relevant PROC(s) for this and other statistics of a similar type."	"Give relevant PROC(s) for this and other statistics of a similar type."	"PROC NPAR1WAY"	"PROC NPAR1WAY"	""	""	""	""	"stat"	""	""	"<font class=dscode>wilcox.test</font>"	"`wilcox.test`"	""	""	"stat"	""	""	"R_include SAS_include R_stat SAS_stat"
"DS808988"	"Get the value of the quantile function of a random variable."	"Get the value of the quantile function of a random variable."	"Y"	""	""	"<font class=dscode>QUANTILE(&apos;NORMAL&apos;, 0.975)</font> - approx 1.96"	"`QUANTILE('NORMAL', 0.975)` - approx 1.96"	""	""	""	""	"base"	""	""	"The input to a quantile function is a probability, and the quantile function returns x such that F(X &lt;= x) = p.<br><br><font class=dscode>qxxxx(p, ...)</font><br><font class=dscode>qunif(0.25, max=2)</font> # 0.5"	"The input to a quantile function is a probability, and the quantile function returns x such that F(X <= x) = p.

`qxxxx(p, ...)`
`qunif(0.25, max=2)` # 0.5"	""	""	"stat"	""	""	"R_include SAS_include R_stat SAS_base"
"DS815557"	"What is dplyr default behavior for a many-to-many join?"	"What is dplyr default behavior for a many-to-many join?"	""	"Describe behavior on many-to-many join in data step."	"Describe behavior on many-to-many join in data step."	"The behavior is probably not is what is desired and in particular won&apos;t match a SQL join that joins BY the same variables.<br><br>Suppose you have a value of <font class=dscode>patid</font> that appears 3 times on one set and 4 times on the other. If you merge <font class=dscode>BY patid</font>, the first observation on 1 matches the first observation on set 2, the second observation on set 1 matches the 2nd on set 2, and so forth. I forget what happens on the last set where they don&apos;t match, because this is almost never used in practice."	"The behavior is probably not is what is desired and in particular won't match a SQL join that joins BY the same variables.

Suppose you have a value of `patid` that appears 3 times on one set and 4 times on the other. If you merge `BY patid`, the first observation on 1 matches the first observation on set 2, the second observation on set 1 matches the 2nd on set 2, and so forth. I forget what happens on the last set where they don't match, because this is almost never used in practice."	""	""	""	""	"base"	""	""	""	""	""	""	"tidy"	""	""	"SAS_include R_tidy SAS_base"
"DS816152"	"How to specify interaction in a formula."	"How to specify interaction in a formula."	""	"Specify an interaction term in a MODEL statement."	"Specify an interaction term in a MODEL statement."	"<font class=dscode>var1*var2</font>"	"`var1*var2`"	""	""	""	""	"stat"	"Also, give a short cut for including both the main effects and the interaction of two variables (call them <font class=dscode>a</font> and <font class=dscode>b</font>)."	"Also, give a short cut for including both the main effects and the interaction of two variables (call them `a` and `b`)."	"<font class=dscode>a:b</font> - interaction of a and b<br><font class=dscode>a*b</font> - includes <font class=dscode>a + b + a:b</font>"	"`a:b` - interaction of a and b
`a*b` - includes `a + b + a:b`"	""	""	"stat"	"R: <font class=dscode>a*b</font> in formula is shorthand for <font class=dscode>a + b + a:b</font> (the two main effects and the interaction term)<br>SAS®: <font class=dscode>a*b</font> in formula is just the interaction term"	"R: `a*b` in formula is shorthand for `a + b + a:b` (the two main effects and the interaction term)
SAS®: `a*b` in formula is just the interaction term"	"R_include SAS_include R_stat SAS_stat"
"DS822496"	"How to convert character input to another data type."	"How to convert character input to another data type."	"Y"	""	""	"<font class=dscode>newval = INPUT(char_str, INFORMAT);</font>"	"`newval = INPUT(char_str, INFORMAT);`"	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS823310"	"What goto-like syntax is available in the macro language? Why might this be useful?"	"What goto-like syntax is available in the macro language? Why might this be useful?"	"Y"	""	""	"Suppose you have a macro that requires some clean-up before exit. If you need to exist the macro early (e.g., for some error) and still want to run the clean-up, you can place the necessary code just before the <font class=dscode>%mend</font> and label it:<br><font class=dscode>%cleanup: [cleanup code]</font><br><font class=dscode>%mend mymacro;</font><br><br>Then, you can jump to this label if needed using: <font class=dscode>%GOTO cleanup;</font> from earlier in the macro."	"Suppose you have a macro that requires some clean-up before exit. If you need to exist the macro early (e.g., for some error) and still want to run the clean-up, you can place the necessary code just before the `%mend` and label it:
`%cleanup: [cleanup code]`
`%mend mymacro;`

Then, you can jump to this label if needed using: `%GOTO cleanup;` from earlier in the macro."	"Of course, goto statements are infamous for leading to difficult-to-maintain code, so use wisely."	"Of course, goto statements are infamous for leading to difficult-to-maintain code, so use wisely."	""	""	"macro"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_macro"
"DS828567"	"Are graphics catalogs important?"	"Are graphics catalogs important?"	"Y"	""	""	"Not in my opinion, or at least, not anymore. They are used to store SAS/GRAPH® output, and these days, ODS Statistical Graphics is preferred. [see separate note]"	"Not in my opinion, or at least, not anymore. They are used to store SAS/GRAPH® output, and these days, ODS Statistical Graphics is preferred. [see separate note]"	""	""	""	""	"plot"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_plot"
"DS833764"	"How to declare a constant?"	"How to declare a constant?"	"Y"	"What&apos;s a limitation of the syntax? Give syntax to print all constants."	"What's a limitation of the syntax? Give syntax to print all constants."	"Not possible in data step. Well, of course, you can assign a variable a value and not change it, but there is no syntax that will enforce this, i.e. that would give an error if you tried to change it.<br><br>For macro variables (since 2018-ish):<br><font class=dscode>%LOCAL / READONLY myvar = myval;</font><br><font class=dscode>%GLOBAL / READONLY myvar = myval;</font><br><br>A limitation is that the variable cannot be redeclared in any enclosed scope. Perhaps I misunderstand the documentation, but I generally don&apos;t care if an enclosed scope (e.g., a macro I call) uses a local variable with the same name. (TBD: does this really mean when I think?)<br>"	"Not possible in data step. Well, of course, you can assign a variable a value and not change it, but there is no syntax that will enforce this, i.e. that would give an error if you tried to change it.

For macro variables (since 2018-ish):
`%LOCAL / READONLY myvar = myval;`
`%GLOBAL / READONLY myvar = myval;`

A limitation is that the variable cannot be redeclared in any enclosed scope. Perhaps I misunderstand the documentation, but I generally don't care if an enclosed scope (e.g., a macro I call) uses a local variable with the same name. (TBD: does this really mean when I think?)
"	"<font class=dscode>%PUT _readonly_;</font><br><br>Note that <font class=dscode>%LOCAL myvar;</font> is valid syntax, but <font class=dscode>%LOCAL myvar = myval;</font> is not. One can only assign with <font class=dscode>%LOCAL</font> when the READONLY option is used."	"`%PUT _readonly_;`

Note that `%LOCAL myvar;` is valid syntax, but `%LOCAL myvar = myval;` is not. One can only assign with `%LOCAL` when the READONLY option is used."	""	""	"macro"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_macro"
"DS836642"	"Write from the data step to a file that is not the log file."	"Write from the data step to a file that is not the log file."	"Y"	""	""	"The FILE statement changes where the PUT statement writes to. If this has been used, then the PUTLOG statement can still be used to write to the log."	"The FILE statement changes where the PUT statement writes to. If this has been used, then the PUTLOG statement can still be used to write to the log."	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS840288"	"What is the syntax of <font class=dscode>if</font> and the other if-like function?"	"What is the syntax of `if` and the other if-like function?"	"Y"	""	""	"<font class=dscode>IF ... THEN ... ELSE ...;</font><br><br>It is of course very common to have <font class=dscode>DO; ...; END;</font> blocks for each of the branches.<br><font class=dscode>IF (cond) THEN DO;</font><br><font class=dscode>...</font><br><font class=dscode>END;</font><br><font class=dscode>ELSE DO;</font><br><font class=dscode>...</font>;<br><font class=dscode>END;</font>"	"`IF ... THEN ... ELSE ...;`

It is of course very common to have `DO; ...; END;` blocks for each of the branches.
`IF (cond) THEN DO;`
`...`
`END;`
`ELSE DO;`
`...`;
`END;`"	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS842268"	"Select last column."	"Select last column."	"Y"	""	""	"No simple implementation. Variables have a data set position assigned, so certainly possible to get by manipulating <font class=dscode>DICTIONARY.COLUMNS</font>. Probably also can be done in a data step."	"No simple implementation. Variables have a data set position assigned, so certainly possible to get by manipulating `DICTIONARY.COLUMNS`. Probably also can be done in a data step."	""	""	""	""	"base"	"(tidy-select)"	"(tidy-select)"	"<font class=dscode>last_col()</font>"	"`last_col()`"	""	""	"tidy"	""	""	"R_include SAS_include R_tidy SAS_base"
"DS842718"	"Filter a data set by applying function to multiple columns and keeping records where at least one / all are true."	"Filter a data set by applying function to multiple columns and keeping records where at least one / all are true."	"Y"	""	""	"No simple implementation. Would probably implement by looping over array of variables so can short-circuit when necessary."	"No simple implementation. Would probably implement by looping over array of variables so can short-circuit when necessary."	""	""	""	""	"base"	""	""	""	""	""	""	"tidy"	""	""	"SAS_include R_tidy SAS_base"
"DS845901"	"Create a character vector formed by combining multiple input vectors (recycled if needed), one element at a time."	"Create a character vector formed by combining multiple input vectors (recycled if needed), one element at a time."	""	"Give the original operator for concatenating strings and a relatively newer function that concatenates an arbitrary number of strings and strips whitespace."	"Give the original operator for concatenating strings and a relatively newer function that concatenates an arbitrary number of strings and strips whitespace."	"<font class=dscode>||</font> operator<br><br><font class=dscode>CATS</font> function or call routine (this strips whitespace, but there are variants that don&apos;t)"	"`||` operator

`CATS` function or call routine (this strips whitespace, but there are variants that don't)"	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS848540"	"Floor and ceiling functions"	"Floor and ceiling functions"	"Y"	""	""	"<font class=dscode>FLOOR(x)</font>, <font class=dscode>CEIL(x)</font> - fuzz result to 1e-12 (to mitigate floating-point issues)<br><font class=dscode>FLOORZ(x)</font>, <font class=dscode>CEILZ(x)</font> - no such fuzzing"	"`FLOOR(x)`, `CEIL(x)` - fuzz result to 1e-12 (to mitigate floating-point issues)
`FLOORZ(x)`, `CEILZ(x)` - no such fuzzing"	""	""	""	""	"base"	""	""	"<font class=dscode>floor(x)</font>, <font class=dscode>ceiling(x)</font>"	"`floor(x)`, `ceiling(x)`"	"User needs to deal with floating-point arithmetic issues."	"User needs to deal with floating-point arithmetic issues."	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS849988"	"Missing values"	"Missing values"	""	"How are missing values represented?"	"How are missing values represented?"	"<font class=dscode>.</font> is numeric missing value and <font class=dscode>&apos; &apos;</font> or <font class=dscode>&quot; &quot;</font> is character missing value. <font class=dscode>.a-.z</font> are special numeric missing values. <font class=dscode>._</font> is another missing value.<br><br>†Missing value sorts before all integers.<br><br>†To check if a value is missing, <font class=dscode>MISSING(var)</font> is better than using <font class=dscode>(var = .)</font>, since the former also works for character values and special values. I&apos;m not sure this can be used in a data set option WHERE statement, though."	"`.` is numeric missing value and `' '` or `"" ""` is character missing value. `.a-.z` are special numeric missing values. `._` is another missing value.

†Missing value sorts before all integers.

†To check if a value is missing, `MISSING(var)` is better than using `(var = .)`, since the former also works for character values and special values. I'm not sure this can be used in a data set option WHERE statement, though."	"°Pretty sure assigning something to <font class=dscode>&apos;&apos;</font> or <font class=dscode>&quot;&quot;</font> (so omitting the space in the quotation marks) also assigns to missing value."	"°Pretty sure assigning something to `''` or `""""` (so omitting the space in the quotation marks) also assigns to missing value."	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS850727"	"What is the default numeric data type. Give three ways to define it. Give three special values (not including <font class=dscode>NA</font>)."	"What is the default numeric data type. Give three ways to define it. Give three special values (not including `NA`)."	""	"Give default length of a number."	"Give default length of a number."	"Only one numeric type. Default length is 8."	"Only one numeric type. Default length is 8."	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS851533"	"What is a syntactic name in R. How do you refer to a name that is not a syntactic name?"	"What is a syntactic name in R. How do you refer to a name that is not a syntactic name?"	""	"What is a valid name? Give the rules for the shipped default variable names and the syntax that may be needed to break these rules if the appropriate option is set"	"What is a valid name? Give the rules for the shipped default variable names and the syntax that may be needed to break these rules if the appropriate option is set"	"Up to 32 characters. Start with letter or underscore, after that can also contain digits. Here &apos;letter&apos; = A-Z or a-z.<br><br>More flexible names are permitted with appropriate system option set and with the name enclosed in a name literal. (Single or double quotes followed by n or N.)<br><br>The &apos;more flexible&apos; names differ slightly based on member name, variable name, etc. Generally, spaces and national characters are permitted, but a few special characters are not permitted in member names. For example, the language quite sensibly does not allow <font class=dscode>&apos;.&apos;</font> to be included in a data set name, even under the most relaxed rules.<br><br>°The rules described about are those for the (default) system option <font class=dscode>VALIDVARNAME=V7</font>."	"Up to 32 characters. Start with letter or underscore, after that can also contain digits. Here 'letter' = A-Z or a-z.

More flexible names are permitted with appropriate system option set and with the name enclosed in a name literal. (Single or double quotes followed by n or N.)

The 'more flexible' names differ slightly based on member name, variable name, etc. Generally, spaces and national characters are permitted, but a few special characters are not permitted in member names. For example, the language quite sensibly does not allow `'.'` to be included in a data set name, even under the most relaxed rules.

°The rules described about are those for the (default) system option `VALIDVARNAME=V7`."	""	""	""	""	"base"	""	""	""	""	""	""	"base"	""	""	"SAS_include R_base SAS_base"
"DS852828"	"Kaplan-Meier analysis"	"Kaplan-Meier analysis"	"Y"	"Give relevant PROC(s)."	"Give relevant PROC(s)."	"PROC LIFETEST"	"PROC LIFETEST"	""	""	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS856265"	"Why do some PROCs use QUIT statements instead of or in addition to RUN statements? Give some examples. Does it really matter?"	"Why do some PROCs use QUIT statements instead of or in addition to RUN statements? Give some examples. Does it really matter?"	"Y"	""	""	"For the data step and most procedures, the SAS® software accepts input statements but doesn&apos;t run the statements until the global RUN statement is encountered.<br><br>Other statements are designed to be interactive, which means that either the user can specify statements to run before the procedure terminates, or each submitted statement automatically runs. In either case, the procedure doesn&apos;t terminate until <font class=dscode>QUIT</font> is seen.<br><br>Some Interactive PROCs that support &apos;RUN&apos;: PROC DATASETS (TBD?), PROC ANOVA, PROC GLM, PROC REG, PROC GPLOT (and some other SAS/GRAPH® PROCs), etc. For these, it&apos;s sensible to end the procedure with <font class=dscode>RUN; QUIT;</font>, as in some cases (e.g., PROC REG) the QUIT statement will cause the execution of pending statements, but in other cases (PROC GPLOT), it will not.<br><br>Some Interactive PROCs that submit each statement automatically: SQL, IML. Use <font class=dscode>QUIT</font> only to terminate these. For PROC SQL, using <font class=dscode>RUN</font> will generate a warning. For PROC IML, <font class=dscode>RUN</font> is used to execute a module."	"For the data step and most procedures, the SAS® software accepts input statements but doesn't run the statements until the global RUN statement is encountered.

Other statements are designed to be interactive, which means that either the user can specify statements to run before the procedure terminates, or each submitted statement automatically runs. In either case, the procedure doesn't terminate until `QUIT` is seen.

Some Interactive PROCs that support 'RUN': PROC DATASETS (TBD?), PROC ANOVA, PROC GLM, PROC REG, PROC GPLOT (and some other SAS/GRAPH® PROCs), etc. For these, it's sensible to end the procedure with `RUN; QUIT;`, as in some cases (e.g., PROC REG) the QUIT statement will cause the execution of pending statements, but in other cases (PROC GPLOT), it will not.

Some Interactive PROCs that submit each statement automatically: SQL, IML. Use `QUIT` only to terminate these. For PROC SQL, using `RUN` will generate a warning. For PROC IML, `RUN` is used to execute a module."	"Does it matter? As noted above, most of the time the software will force a &apos;RUN&apos; the next time it sees the start of a data step or another PROC and the program then runs correctly. However, it is possible for statements to be applied to the wrong PROC if a PROC is not properly terminated. Rick Wicklin&apos;s blog gives an example where an ODS SELECT statement is applied to the wrong PROC, and notes that the bug could be avoided by properly terminating the previous PROC SQL or by always adopting the convention of putting ODS SELECT/EXCLUDE statements inside the procedure (after the PROC statement) [1].<br><br>°As an aside, I do think the standard documentation could be improved for this. The SAS/GRAPH documentation is helpful, as they have a dedicated page for run-group processing in SAS/GRAPH [2], but I have trouble finding (or maybe it doesn&apos;t exist) dedicated pages for Base SAS, SAS/STAT®, etc. For the latter, one can I guess infer whether or not a procedure is interactive if there is no mention of something like &apos;first RUN statement&apos; or discussion of &apos;Run-Group Processing&apos; on the first page of documentation for the PROC. <br><br>°See [3] for a discussion of RUN-group processing in the interactive REG statement."	"Does it matter? As noted above, most of the time the software will force a 'RUN' the next time it sees the start of a data step or another PROC and the program then runs correctly. However, it is possible for statements to be applied to the wrong PROC if a PROC is not properly terminated. Rick Wicklin's blog gives an example where an ODS SELECT statement is applied to the wrong PROC, and notes that the bug could be avoided by properly terminating the previous PROC SQL or by always adopting the convention of putting ODS SELECT/EXCLUDE statements inside the procedure (after the PROC statement) [1].

°As an aside, I do think the standard documentation could be improved for this. The SAS/GRAPH documentation is helpful, as they have a dedicated page for run-group processing in SAS/GRAPH [2], but I have trouble finding (or maybe it doesn't exist) dedicated pages for Base SAS, SAS/STAT®, etc. For the latter, one can I guess infer whether or not a procedure is interactive if there is no mention of something like 'first RUN statement' or discussion of 'Run-Group Processing' on the first page of documentation for the PROC. 

°See [3] for a discussion of RUN-group processing in the interactive REG statement."	"[1] Rick Wicklin. 2011. SAS tip: Put ODS statements inside procedures. Available online at: <a>https://blogs.sas.com/content/iml/2011/12/12/sas-tip-put-ods-statements-inside-procedures.html</a>. Date retrieved: February 2, 2026.<br><br>[2] SAS Institute Inc. 2024. <i>SAS/GRAPH® Reference</i>. Cary, NC: SAS Institute Inc. Available online at: <a>https://documentation.sas.com/api/collections/pgmsascdc/v_070/docsets/graphref/content/graphref.pdf?locale=en#nameddest=titlepage</a>. Version: May 6, 2024. Date retrieved: February 2, 2026.<br>Section: &apos;SAS/GRAPH Concepts&apos; &gt; &apos;Using RUN-Group Processing&apos;<br><br>[3] SAS Institute Inc. 2025. <i>SAS/STAT® 15.4 User's Guide</i>. Cary, NC: SAS Institute Inc. Available online at: <a>https://documentation.sas.com/api/collections/pgmsascdc/9.4_3.5/docsets/statug/content/introcom.pdf?locale=en#nameddest=statug_reg_toc</a>. Version: December 18, 2025. Date retrieved: February 2, 2026.<br>Section: &apos;Using PROC REG Interactively&apos;"	"[1] SAS_REF_WICKLINBLOG. Date retrieved: February 2, 2026.

[2] SAS_REF_GRAPH. Version: May 6, 2024. Date retrieved: February 2, 2026.
Section: 'SAS/GRAPH Concepts' > 'Using RUN-Group Processing'

[3] SAS_REF_STATUGREG. Version: December 18, 2025. Date retrieved: February 2, 2026.
Section: 'Using PROC REG Interactively'"	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS859430"	"Change the width and height of graphics output."	"Change the width and height of graphics output."	"Y"	"(ODS Statistical Graphics)"	"(ODS Statistical Graphics)"	"<font class=dscode>ODS GRAPHICS / HEIGHT=4in WIDTH=6.5in;</font>"	"`ODS GRAPHICS / HEIGHT=4in WIDTH=6.5in;`"	""	""	""	""	"ods"	"Assume png format."	"Assume png format."	"<font class=dscode>png(filename, width=5, height=3, units=&quot;in&quot;)</font>"	"`png(filename, width=5, height=3, units=""in"")`"	""	""	"plot"	""	""	"R_include SAS_include R_plot SAS_ods"
"DS860065"	"Give options for debugging macros and macro variables."	"Give options for debugging macros and macro variables."	"Y"	"Give the 3 &apos;historical&apos; debugging options and 2 relatively newer options."	"Give the 3 'historical' debugging options and 2 relatively newer options."	"<font class=dscode>MPRINT</font> - gives code generated by macro processor<br><font class=dscode>MLOGIC</font> - prints when macro starts/stops, gives parameter values, what %IF statements evaluate to<br><font class=dscode>SYMBOLGEN</font> - prints what every macro variables resolves to"	"`MPRINT` - gives code generated by macro processor
`MLOGIC` - prints when macro starts/stops, gives parameter values, what %IF statements evaluate to
`SYMBOLGEN` - prints what every macro variables resolves to"	"The two newer options are <font class=dscode>MPRINTNEST</font> and <font class=dscode>MLOGICNEST</font> that print the nesting information for nesting macros (but <font class=dscode>MPRINT</font> and/or <font class=dscode>MLOGIC</font> must also be set)."	"The two newer options are `MPRINTNEST` and `MLOGICNEST` that print the nesting information for nesting macros (but `MPRINT` and/or `MLOGIC` must also be set)."	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
"DS868278"	"Give transposed printout of data set, e.g., each row is a column name, type, and the first few values."	"Give transposed printout of data set, e.g., each row is a column name, type, and the first few values."	"Y"	""	""	""	""	""	""	""	""	"XX"	"(dplyr)"	"(dplyr)"	"<font class=dscode>dplyr::glimpse()</font>"	"`dplyr::glimpse()`"	""	""	"tidy"	""	""	"R_include R_tidy SAS_XX"
"DS870363"	"Linear model"	"Linear model"	"Y"	"Give relevant PROC(s)."	"Give relevant PROC(s)."	"PROC GLM<br>PROC REG – OLS regression<br><br>TBD: add note comparing and contrasting, but note that REG has some capabilities not in GLM and vice-versa. For example, GLM supports categorical variables and only continuous variables are used for PROC REG."	"PROC GLM
PROC REG – OLS regression

TBD: add note comparing and contrasting, but note that REG has some capabilities not in GLM and vice-versa. For example, GLM supports categorical variables and only continuous variables are used for PROC REG."	""	""	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS872664"	"Joining data sets"	"Joining data sets"	"Y"	"Give syntax for data step merge of two sets."	"Give syntax for data step merge of two sets."	"<font class=dscode>DATA set3;</font><br><font class=dscode>  MERGE set1 set2;</font><br><font class=dscode>  BY patid;</font><br><font class=dscode>RUN;</font><br><br>Standard join using a MERGE statement, requires unique key on <font class=dscode>set1</font> or <font class=dscode>set2</font> to give equivalent of SQL outer join, which is almost always what is wanted. See other notes for discussion of duplicated variable names"	"`DATA set3;`
`  MERGE set1 set2;`
`  BY patid;`
`RUN;`

Standard join using a MERGE statement, requires unique key on `set1` or `set2` to give equivalent of SQL outer join, which is almost always what is wanted. See other notes for discussion of duplicated variable names"	""	""	""	""	"base"	"(base)<br>Give example of merging two sets (<font class=dscode>df1</font> and <font class=dscode>df2</font>) on variable <font class=dscode>var</font>.<br>What is default join type (inner, left, etc.)?<br>Give example of merging two sets (<font class=dscode>df1</font> and <font class=dscode>df2</font>) on <font class=dscode>df1.var1 = df2.var2</font>."	"(base)
Give example of merging two sets (`df1` and `df2`) on variable `var`.
What is default join type (inner, left, etc.)?
Give example of merging two sets (`df1` and `df2`) on `df1.var1 = df2.var2`."	"<font class=dscode>merge(df1, df2, by=&quot;var&quot;)</font><br><font class=dscode>merge(df1, df2, by.x=&quot;var1&quot;, by.y=&quot;var2)</font>"	"`merge(df1, df2, by=""var"")`
`merge(df1, df2, by.x=""var1"", by.y=""var2)`"	"Default is an inner join"	"Default is an inner join"	"base"	""	""	"R_include SAS_include R_base SAS_base"
"DS873677"	"Give difference between <font class=dscode>names</font>, <font class=dscode>rownames</font>, <font class=dscode>colnames</font>, <font class=dscode>row.names</font>."	"Give difference between `names`, `rownames`, `colnames`, `row.names`."	"Y"	""	""	""	""	""	""	""	""	"XX"	""	""	"<font class=dscode>names</font> just refers to the attribute called <font class=dscode>names</font>. The default functions get/set the attribute for vectors (which include lists). Lists have names <font class=dscode>list(a=1,b=2)</font>, as well as named vectors <font class=dscode>c(a=1, b=2)</font>.<br><br>Typically, with a matrix, the <font class=dscode>rownames</font> and <font class=dscode>colnames</font> names can be defined and then used. It&apos;s technically possible to assign the <font class=dscode>names</font> of a matrix (since the underlying structure is a vector, and as noted, atomic vectors can have names). However, we see no sense in doing so.<br><br>For a data frame, the functions <font class=dscode>names</font> (for cols) and <font class=dscode>row.names</font> are preferred, but <font class=dscode>colnames</font> and <font class=dscode>rownames</font> also work (respectively)."	"`names` just refers to the attribute called `names`. The default functions get/set the attribute for vectors (which include lists). Lists have names `list(a=1,b=2)`, as well as named vectors `c(a=1, b=2)`.

Typically, with a matrix, the `rownames` and `colnames` names can be defined and then used. It's technically possible to assign the `names` of a matrix (since the underlying structure is a vector, and as noted, atomic vectors can have names). However, we see no sense in doing so.

For a data frame, the functions `names` (for cols) and `row.names` are preferred, but `colnames` and `rownames` also work (respectively)."	""	""	"base"	""	""	"R_include R_base SAS_XX"
"DS875525"	"Create new data set with records in data set x that do NOT match a record in data set y."	"Create new data set with records in data set x that do NOT match a record in data set y."	""	"Create new data set with records from <font class=dscode>set1</font> that DO NOT match a record in <font class=dscode>set2</font>."	"Create new data set with records from `set1` that DO NOT match a record in `set2`."	"<font class=dscode>DATA set3;</font><br><font class=dscode>  MERGE set1 (in=a) set2 (in=b);</font><br><font class=dscode>  BY patid;</font><br><font class=dscode>  IF a AND NOT b;</font><br><font class=dscode>RUN;</font>"	"`DATA set3;`
`  MERGE set1 (in=a) set2 (in=b);`
`  BY patid;`
`  IF a AND NOT b;`
`RUN;`"	""	""	""	""	"base"	"(dplyr)"	"(dplyr)"	"<font class=dscode>x %&gt;% anti_join(y)</font>"	"`x %>% anti_join(y)`"	""	""	"tidy"	""	""	"R_include SAS_include R_tidy SAS_base"
"DS887300"	"Generalized linear model"	"Generalized linear model"	"Y"	"Give relevant PROC(s)."	"Give relevant PROC(s)."	"PROC GENMOD"	"PROC GENMOD"	""	""	""	""	"stat"	""	""	""	""	""	""	"stat"	""	""	"SAS_include R_stat SAS_stat"
"DS888328"	"Give difference between BY and CLASS statements."	"Give difference between BY and CLASS statements."	"Y"	""	""	"CLASS statement is for specifying categorical variables in regressions, but see below for PROC SUMMARY and MEANS.<br><br>BY statement does separate analysis for each combination of by variables, e.g., result is usually (always?) equivalent to what would be obtained if the initial data set was separated by group, the analysis performed on each smaller data set, and then concatenated together<br><br>In PROC SUMMARY and MEANS, both BY and CLASS statements stratify the analysis, but statistics for all combinations of the levels of CLASS variables are calcualted, unless the NWAY or WAY options are specified. For BY variables, these options have no effect."	"CLASS statement is for specifying categorical variables in regressions, but see below for PROC SUMMARY and MEANS.

BY statement does separate analysis for each combination of by variables, e.g., result is usually (always?) equivalent to what would be obtained if the initial data set was separated by group, the analysis performed on each smaller data set, and then concatenated together

In PROC SUMMARY and MEANS, both BY and CLASS statements stratify the analysis, but statistics for all combinations of the levels of CLASS variables are calcualted, unless the NWAY or WAY options are specified. For BY variables, these options have no effect."	""	""	""	""	"base"	""	""	""	""	""	""	"XS"	""	""	"SAS_include R_XS SAS_base"
